time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc,antennas,buildings,avg_build_height
2018-12-27 20:18:12,0.0,37.3003989649123,126.96658794736841,46.0703783555822,71.45614035087719,374.4035087719298,445.859649122807,8.157894736842104,25909.0,2.6140350877192984,14133855.918060437,4481061.654691152,0,0,0.0
2018-12-27 20:18:13,0.0,37.300383825000004,126.96674347500004,49.9496631638283,69.625,309.7,379.325,8.0,25957.5,2.6,14133873.231317196,4481059.535983063,0,1,54.4
2018-12-27 20:18:14,0.0,37.300369511111136,126.96687851111118,43.42794149515914,69.2,231.95555555555555,301.15555555555557,8.0,26000.0,2.066666666666667,14133888.263468325,4481057.532870656,0,1,54.4
2018-12-27 20:18:15,0.0,37.300356276595735,126.96700104255315,39.419566092955456,69.34042553191489,223.31914893617022,292.6595744680851,8.0,26046.0,2.127659574468085,14133901.903606053,4481055.680808131,0,1,54.4
2018-12-27 20:18:16,0.0,37.300343510638264,126.9671133404256,36.16255019512917,70.31914893617021,214.82978723404256,285.1489361702128,8.0,26093.0,2.1702127659574466,14133914.40454803,4481053.894316777,0,1,54.4
2018-12-27 20:18:17,0.0,37.30033296000001,126.96721284000002,31.999512834839994,69.5,221.2,290.7,8.0,26141.5,2.46,14133925.480789987,4481052.41784146,0,1,54.4
2018-12-27 20:18:18,0.0,37.30032446808509,126.96729982978718,27.939053224391735,69.51063829787235,223.12765957446808,292.63829787234044,8.0,26190.0,2.425531914893617,14133935.164448798,4481051.229467743,0,1,54.4
2018-12-27 20:18:19,0.0,37.30031802173912,126.96736784782604,21.83646787085175,70.23913043478261,215.8695652173913,286.10869565217394,8.0,26236.5,2.347826086956522,14133942.73618225,4481050.327354682,0,1,54.4
2018-12-27 20:18:20,0.0,37.300311291666674,126.96742824999997,19.44326711149748,70.02083333333333,227.70833333333334,297.7291666666667,8.0,26283.5,2.6041666666666665,14133949.460121494,4481049.385536521,0,0,0.0
2018-12-27 20:18:21,0.0,37.30030253488372,126.96749246511636,20.769423791289555,69.86046511627907,229.25581395348837,299.1162790697674,7.837209302325581,26329.0,2.2093023255813953,14133956.608515553,4481048.160097055,0,0,0.0
